celltype,draw,obs_star
OPC,168,0.1454722418240215
OPC,169,-0.014966859619935042
OPC,170,-0.06119620282625074
OPC,171,0.1457106726971508
OPC,172,-0.0006940034705604931
OPC,173,-0.18228217875700234
OPC,174,0.045167594327055124
OPC,175,0.12417622879708658
OPC,176,0.06384344185482399
OPC,177,-0.04489513998036834
OPC,178,0.04005430698706455
OPC,179,0.041136331006954706
OPC,180,-0.057903597619652705
OPC,181,-0.028674604440583888
OPC,182,0.029627203642455937
OPC,183,0.14000124641516423
OPC,184,-0.05167815173484451
OPC,185,0.004943502121901891
OPC,186,-0.0753941485737012
OPC,187,0.001248205504236424
OPC,188,0.04918343927689574
OPC,189,0.018987212269431623
OPC,190,-0.008643066606702733
OPC,191,0.05506750334117084
OPC,192,0.07559916986340488
OPC,193,0.026101019669959872
OPC,194,0.030570727943671796
OPC,195,0.15213610775293035
OPC,196,-0.03355124900883363
OPC,197,-0.08429277377002474
OPC,198,-0.027604822942172057
OPC,199,0.01667631774180923
Endo,0,0.015806756174948693
Endo,1,-0.13214672783957948
Endo,2,0.25396963435442194
Endo,3,0.13538205126677186
Endo,4,-0.21014029643057477
Endo,5,0.24478640239853314
Endo,6,0.16411685728819964
Endo,7,-0.03168621423195718
Endo,8,-0.06447765051712628
Endo,9,0.052175895152927455
Endo,10,0.3685060694091759
Endo,11,-0.20583467288932725
Endo,12,0.29411788765881697
Endo,13,0.4205470315077742
Endo,14,0.06418034655484282
Endo,15,0.048439030760689894
Endo,16,0.06433305032502791
Endo,17,-0.1469425506158583
Endo,18,0.36419304703085215
Endo,19,-0.15624110594369983
Endo,20,0.016923994070452864
Endo,21,-0.11342146418761781
Endo,22,0.027169218059390467
Endo,23,-0.05411560932074807
Endo,24,-0.05365410880870872
Endo,25,0.14520706971835706
Endo,26,-0.1752100117935416
Endo,27,0.14744547868104865
Endo,28,-0.01917212134353393
Endo,29,0.1566105389576993
Endo,30,-0.20409902840316757
Endo,31,-0.0938931947074496
Endo,32,-0.08391143252140593
Endo,33,0.42187074713612116
Endo,34,-0.4259452856602386
Endo,35,0.06630206461274575
Endo,36,0.2900001702416533
Endo,37,0.04734387458996061
Endo,38,0.10664315502037018
Endo,39,0.04883380819332947
Endo,40,-0.21668682313064036
Endo,41,0.2743222171941556
Endo,42,-0.06701113246063051
Endo,43,-0.08516811990701423
Endo,44,0.09901288773982114
Endo,45,-0.32388573527922915
Endo,46,0.17539860393873982
Endo,47,0.35980157450593053
Endo,48,-0.01980140394825731
Endo,49,0.05645816379649861
Endo,50,0.030101897933433173
Endo,51,0.4996205713175699
Endo,52,-0.09288729359923419
Endo,53,0.227863798517389
Endo,54,0.4839430113900026
Endo,55,-0.15618425130526697
Endo,56,0.5971597471527799
Endo,57,-0.006131621307524762
Endo,58,-0.22015603607806897
Endo,59,0.1438603279130444
Endo,60,0.35693743874761846
Endo,61,0.1328774657402015
Endo,62,-0.25429001650449473
Endo,63,-0.1612033183396104
Endo,64,-0.060058533573525634
Endo,65,0.15040886031825004
Endo,66,0.3437751106869935
Endo,67,-0.09584781974658589
Endo,68,0.006986985019477116
Endo,69,-0.08238855514404138
Endo,70,-0.17452016524691796
Endo,71,-0.008688791023645373
Endo,72,0.38453118362593086
Endo,73,0.1828619366563999
Endo,74,-0.17330009855031817
Endo,75,0.17118869351131888
Endo,76,-0.006902693632620271
Endo,77,0.191639603495936
Endo,78,0.22986791967287898
Endo,79,0.06765485696872588
Endo,80,0.2231843150675235
Endo,81,0.07898424949372553
Endo,82,-0.22768822954547022
Endo,83,-0.2226004986079903
Endo,84,0.030976544968121356
Endo,85,0.12251969597517906
Endo,86,-0.39586785867792795
Endo,87,0.19091064092335305
Endo,88,0.07876024921787018
Endo,89,-0.03638635742818025
Endo,90,-0.09430224036296543
Endo,91,0.011519813626357131
Endo,92,0.4033908032371717
Endo,93,0.4088426583849296
Endo,94,-0.15279753610995492
Endo,95,0.34568545434107467
Endo,96,0.1525430359591256
Endo,97,0.037782183345622215
Endo,98,0.2607708765428632
Endo,99,-0.08554728484761598
Endo,100,-0.09953975355431892
Endo,101,0.3475526812111596
Endo,102,-0.1562241698852529
